,cat
439363,8
280781,26
920703,13
387682,12
612862,8
521,26
248643,13
11528,6
601604,8
907459,16
81950,4
538297,2
451593,1
851553,8
79114,13
413712,26
811379,25
602485,8
280163,20
854277,26
445585,1
767339,8
757923,16
51482,11
598146,1
886347,25
923260,8
147076,26
917039,20
438506,6
347745,20
214742,1
730271,20
262756,20
376003,20
771102,20
927771,12
844750,8
933360,1
195272,16
924883,1
583650,8
955310,26
496494,15
926257,26
893133,26
11795,8
849830,4
755823,1
415483,7
101215,8
220266,2
413201,8
533546,1
920597,12
388514,1
87019,1
481792,1
238284,24
514540,8
691003,15
737905,1
90884,8
504615,17
343779,20
496786,7
79831,6
103283,8
378451,16
66269,8
419992,13
105984,7
932325,21
183459,6
286959,16
261457,13
521090,20
882991,1
949057,25
584677,20
230635,13
382018,6
413422,15
419913,21
203488,13
407927,8
173293,6
175458,8
264332,16
349498,25
400577,15
228610,19
100748,26
484745,1
907998,20
197886,1
546877,8
224058,20
442193,12
151973,16
644554,8
455346,20
259461,19
561790,6
637194,16
74238,20
685930,8
726710,8
162166,1
961030,26
506097,8
415732,16
444624,20
681434,16
91499,6
164845,8
706259,1
609070,15
405063,6
200083,8
11614,16
159277,17
487123,13
307799,11
644094,24
927108,26
340361,13
438796,4
173429,0
77186,20
481561,26
582175,8
690806,20
836842,12
163767,6
523454,8
937874,8
483339,6
947168,26
508580,15
712325,6
361715,26
713584,26
146735,16
71675,4
854514,8
361332,1
68570,8
298183,20
424797,8
59472,26
834826,8
68153,1
836710,16
611581,1
897472,7
455943,13
406741,16
820926,1
465115,8
198173,8
769849,4
96024,9
880406,4
156498,1
439010,8
574143,16
408878,20
559689,20
339551,8
349249,16
3635,8
198846,1
526474,6
749519,22
700469,13
509250,8
70764,20
234183,15
152061,1
380830,20
418192,8
434892,8
30532,8
327438,16
672634,6
712940,13
480922,15
77465,8
175289,8
911448,16
230698,11
677324,8
81085,16
752162,26
949026,11
143463,8
313356,8
10838,12
310543,16
696345,11
846006,1
290818,8
398829,20
926739,1
662593,7
715760,20
949068,26
266150,1
740714,16
798001,6
198592,8
24800,1
673381,8
460306,8
386652,3
133623,8
518735,9
532582,1
890468,16
38978,1
634883,8
22515,1
947525,15
104419,15
432201,22
288414,8
549297,8
226480,8
202603,16
832335,10
63909,8
160846,8
420043,7
905949,8
98304,25
930178,21
111868,8
408022,25
185042,8
557709,8
699888,20
493536,1
877768,26
54710,12
1011322,26
502103,8
237488,16
550484,12
660915,16
799813,16
102105,16
73432,9
213711,8
241442,4
597601,6
775018,20
425707,13
489294,8
671732,8
115741,19
336653,7
88371,1
847126,26
849430,8
506707,1
805393,13
805985,15
929024,1
359489,1
404411,8
514314,26
596589,13
945589,16
528361,20
962584,26
590184,11
821838,19
16672,1
548515,20
948798,15
825588,6
509749,6
292590,4
707133,20
178808,8
141432,8
909501,1
563745,20
128822,20
938526,6
58184,15
373598,20
886224,3
912011,1
49118,20
475164,8
676699,20
709861,13
273615,16
166491,8
918041,8
144593,1
838868,16
493285,0
655553,6
60910,14
327449,6
417422,16
281066,7
425724,15
495997,25
134960,15
188125,26
32824,1
520412,13
773132,6
263202,8
444461,15
555852,1
717655,8
112906,20
685027,1
226123,8
323569,1
529227,20
943057,1
887834,8
246026,20
797827,8
457908,20
309511,7
305935,1
758569,6
1005286,4
518168,20
524626,20
843597,16
1234,1
606956,1
673058,13
646258,8
156915,1
303094,8
231211,8
761604,15
905319,1
808860,6
555321,16
58425,1
770085,8
16616,8
26802,20
842749,15
791732,8
868226,1
429904,8
924449,7
474980,8
465982,8
896487,1
524505,26
735459,8
763769,6
25834,20
482093,16
600200,8
736546,8
154646,8
569611,6
901581,26
327678,26
95740,5
805133,25
349958,20
347842,20
397707,8
307859,20
788909,26
574664,13
135402,13
280525,1
581126,16
917302,1
916940,26
758468,1
336951,6
37415,1
847054,13
75009,1
832738,8
820289,9
744205,8
947406,16
791550,8
582935,1
454925,6
796923,3
930643,20
850,26
923992,26
944032,21
683072,20
558518,15
495145,6
221965,20
451836,26
98957,8
532019,16
919289,8
182561,1
105202,16
581886,16
633849,26
98915,16
265725,8
999170,26
612636,8
625250,26
513761,16
806272,9
780464,13
564863,26
189938,19
98515,20
242402,6
951104,1
731493,3
252525,1
658545,26
602518,8
824271,26
232879,8
601453,8
161732,8
156602,1
53312,15
171098,16
318045,13
580047,8
784792,16
780282,20
848082,9
119136,15
900669,25
786463,1
684468,12
868505,20
296334,11
651249,16
208884,26
780607,20
216739,13
856928,1
576193,8
725161,16
857024,20
658482,20
628720,18
488698,4
539093,1
173807,16
763292,8
539465,20
420590,15
536464,8
287445,20
128198,16
160011,8
358593,8
554070,1
119084,4
296029,16
236081,8
236825,8
61425,16
688998,15
640068,1
868495,20
919938,15
656673,8
710823,6
380973,8
345089,16
225313,8
39946,16
305711,20
361399,8
144782,8
758419,1
180642,1
597880,26
173560,8
858915,8
561302,1
453786,8
480348,8
105272,1
746072,16
911168,6
149680,1
540839,20
742796,8
90269,4
493086,20
12326,16
851055,20
6168,1
736933,20
233025,26
416934,7
686915,8
927373,1
941837,8
284262,6
812672,8
9621,8
528684,27
208522,1
416559,13
130977,8
753373,16
462526,20
264306,26
237750,20
944898,4
606089,8
752912,8
894637,8
63390,12
531469,8
923495,6
653733,20
711421,8
328426,16
388663,15
336654,9
396940,26
342663,18
729563,16
118235,13
929639,20
919993,15
877869,1
783339,13
847177,8
803743,12
516428,8
936429,8
458505,16
788394,22
801418,7
218150,7
729962,8
720187,8
178593,12
751883,6
712749,20
570795,26
761156,16
470631,15
679721,1
557760,8
476922,6
214432,13
702691,8
656131,13
581624,1
354559,9
174667,1
603084,20
888928,1
500196,20
651487,26
886396,20
755157,8
688448,1
321298,20
146466,8
907425,8
491032,4
169076,11
479686,8
358042,13
347624,15
208877,19
500782,8
554611,8
668230,6
555783,8
592645,8
210366,3
67818,21
21155,8
565073,8
907747,8
781,8
278481,13
873161,25
744239,20
516013,20
177931,3
734351,1
606204,1
160549,8
607166,20
322085,15
495848,8
197375,20
71410,8
787678,8
205876,8
831184,16
528751,16
139479,8
248160,8
621676,1
509184,8
912779,8
430062,8
380281,19
743516,1
389209,20
886606,8
167126,26
647419,16
926629,6
238778,8
576464,13
702180,22
300647,8
676162,8
540202,16
216291,25
842777,8
57299,20
131721,19
361925,8
200273,16
83568,1
433408,1
155220,8
38770,13
131914,11
722433,26
290189,1
691848,20
44397,26
57538,6
719238,25
658966,20
403783,7
645704,8
397279,8
18118,8
615694,13
660164,8
215457,20
777700,8
509223,7
145344,13
927599,12
921874,26
284493,22
435091,20
704332,8
566941,20
57431,7
488575,20
784754,8
36590,8
4016,26
372559,8
212158,8
354862,26
783798,7
702918,9
456775,13
196463,16
941238,8
927073,20
216770,1
301255,8
291215,26
731834,20
560737,8
639617,13
385461,26
463788,20
22165,20
675531,8
496325,8
31796,25
229257,18
694243,1
415748,22
478714,22
844801,8
212738,21
85139,1
188677,7
16481,15
896355,8
186300,8
176303,1
598918,1
737684,8
602584,20
49451,7
856696,6
128479,8
243297,26
12336,15
677285,20
673514,1
563841,16
596716,16
455852,8
514765,8
162656,8
53709,1
309594,20
701877,16
492824,8
182427,16
941297,8
225463,8
917128,11
885982,22
325200,25
65738,26
134021,20
323127,8
109496,8
620820,25
649268,26
738023,16
17281,16
117548,16
627710,20
363835,20
793201,20
66495,1
873819,11
910336,8
723048,16
936694,26
777862,15
81954,20
885158,26
460705,1
746302,1
663731,8
906923,16
895781,1
690759,16
551245,8
317957,15
920826,26
699102,13
186666,9
455480,26
3068,16
465723,26
19838,20
683977,20
81935,16
763786,16
676180,15
268012,9
843985,8
855648,8
602622,13
925901,8
49089,6
614730,4
493335,8
631112,26
103698,20
465421,15
496082,18
495250,16
503041,8
575903,8
274977,8
414358,8
89830,13
788272,8
281251,13
870359,15
282251,25
928671,15
536436,8
548229,1
146347,26
951296,20
519031,16
936075,26
916754,26
829968,13
206421,20
575132,6
853581,22
676717,8
183676,7
823247,12
310563,3
548662,25
532326,11
689088,26
112613,15
810558,20
793866,20
68840,8
703098,13
911017,8
705466,8
176100,1
450298,16
312736,20
721535,20
49567,6
279093,20
15174,1
263836,16
700411,26
317796,8
814570,8
547496,20
197879,15
697366,6
66645,16
333002,20
242700,26
453370,1
385059,1
206481,26
881279,8
559160,8
614072,8
553748,8
916701,13
454255,20
4730,13
732795,8
678307,16
535196,6
346354,20
784454,4
164718,13
259793,9
113297,13
450619,6
294997,20
483650,8
367917,8
8583,8
671501,16
210515,4
506394,20
203115,22
888055,9
748890,8
583085,6
228891,1
357131,20
856491,13
594909,26
71532,8
29913,8
786408,1
638027,8
449921,16
486003,26
92622,10
833179,1
346957,20
75181,20
23825,16
683228,1
348274,7
580499,13
668194,19
924467,19
365598,16
892431,13
62610,13
227851,16
781483,16
292075,16
411823,20
310949,8
12635,20
43653,8
536273,16
159915,8
657606,8
868065,26
869639,1
87831,8
739319,20
921946,12
109920,9
537757,20
611939,8
782980,1
830859,13
927877,26
406627,15
339003,8
161061,6
473181,8
850819,8
179224,16
208867,8
908539,6
351224,8
524867,4
449923,8
944332,26
347928,11
559638,1
158026,20
272841,13
733236,16
814218,8
267346,8
299277,8
486212,26
374231,8
173820,25
341807,20
393530,16
102995,8
441128,26
315387,15
217137,8
923953,26
522563,13
326756,1
873300,8
444798,8
500369,8
303236,8
203215,6
893583,26
612298,1
540908,8
842684,8
245102,8
263020,19
178174,26
88621,20
871014,8
761055,15
424318,15
939714,20
396521,26
112152,1
746530,21
613181,25
135112,16
636506,2
393702,6
576963,8
188679,12
289075,19
805678,15
821354,6
383907,16
196581,1
770863,8
939025,19
530785,20
50410,1
685875,26
372785,1
618443,16
391019,8
312313,1
705036,8
783308,13
648280,8
509041,13
279762,13
1012778,26
301560,20
725533,4
949440,16
195817,8
402098,20
919880,19
916046,1
191682,16
508691,11
641764,20
650734,7
602278,8
729169,13
438143,8
277397,22
143200,1
892022,20
181185,1
23324,20
288607,8
499775,15
67092,1
743473,11
823051,16
27798,26
691171,20
770878,26
265177,6
406096,13
98681,26
863144,16
778013,1
608908,26
283991,15
861565,20
561894,8
169191,26
128016,8
876062,14
393808,20
86265,20
542796,7
468824,7
357515,6
133968,25
252945,1
676641,8
822514,16
937111,20
425448,16
71849,16
499276,8
378075,1
712390,16
640486,12
660928,20
130584,1
103719,8
891085,13
368218,1
394557,9
787106,8
572199,8
696267,6
311055,6
52542,6
889412,3
385248,4
355617,15
433615,15
743053,1
930647,17
841559,9
661809,8
154996,4
627625,11
732449,16
358561,12
141420,19
295383,1
588061,20
105764,1
753245,11
507012,13
901228,21
649232,20
561117,12
759468,20
572736,19
686114,16
882528,20
692215,7
146736,8
611660,26
705327,9
832400,12
726013,8
920474,25
436599,20
317856,20
233863,1
439017,2
126533,8
511225,25
185319,7
669309,8
418652,11
98798,1
758907,6
761423,26
515966,1
524655,25
678757,8
606635,9
552699,8
365665,9
929141,6
1006640,26
182041,26
419197,9
164654,11
48385,20
68136,15
33464,8
785018,6
163056,16
904934,1
503794,15
805430,25
626484,8
880532,20
145722,21
767094,20
54251,13
338844,20
478595,20
733824,8
643389,1
282513,20
799581,20
48287,9
497702,1
529499,15
687182,15
928352,7
794005,4
497233,8
629254,22
847954,8
315341,8
88802,8
447456,26
557691,8
246772,13
161135,13
599728,12
892522,8
94637,16
793536,8
26199,20
53202,20
534095,12
810856,1
824203,20
130122,13
919183,8
229359,16
739223,4
204426,15
675542,8
160713,1
671330,16
380766,19
534148,20
489470,8
81192,8
358470,1
718837,1
891326,26
163046,8
389871,8
404247,8
241415,20
939203,16
945456,8
4273,25
730192,20
930354,12
789459,12
838962,13
145372,8
203316,11
217604,13
730183,8
864403,12
765213,20
432253,8
540519,20
237721,1
827601,16
943925,20
1520,12
190099,11
660422,16
923596,26
503479,8
227799,16
581133,13
830892,9
791416,8
932402,13
508725,6
518428,8
718500,8
739273,6
365108,11
870939,8
930448,21
149539,20
127064,16
864204,26
50932,20
324782,8
342042,7
694245,21
513717,8
529861,20
600611,6
320138,16
412845,8
397137,16
808410,25
931406,8
806811,8
453348,8
836367,22
574535,20
321901,12
384001,16
69591,6
924371,25
237499,20
142355,8
954726,26
858003,6
189194,20
946841,16
562677,13
887882,20
515805,1
313554,1
721126,20
564162,1
280183,11
1025,1
589606,1
739633,20
365606,9
794692,13
760878,13
326030,8
891616,20
295889,8
490413,20
497070,13
836819,8
448372,20
51117,20
42399,8
922949,26
263707,16
675194,8
384934,8
811168,8
777789,8
289822,22
369430,8
643631,4
242982,13
578673,13
444878,15
209111,20
920459,26
109119,20
661057,13
112109,20
53109,15
282748,1
209009,16
817457,16
360011,6
693426,8
217344,16
322500,22
379891,20
430200,13
940611,8
163964,20
885700,13
204401,20
798210,16
930099,1
908806,1
474801,20
377106,1
868603,1
583173,19
212203,8
121405,8
696714,8
12624,16
612425,16
574663,6
387509,11
767845,8
544789,1
150907,21
603705,8
195419,13
168858,1
369093,8
358651,1
713905,10
80909,1
528843,3
105611,15
45511,19
742939,9
114093,12
882607,20
108385,1
579549,14
536865,20
474912,6
589959,16
709031,13
944635,26
207695,1
113493,13
367008,8
142890,20
540116,8
616484,1
654972,19
113467,8
307174,4
44770,8
787324,1
575900,1
598820,6
492374,16
544553,6
74819,15
945389,16
725404,16
907415,6
463683,20
447352,26
867030,17
628814,16
604659,7
945128,19
143537,15
174619,25
808919,8
840660,1
221723,26
559150,1
380704,16
254745,8
748960,8
445868,8
488499,1
711322,7
828495,6
929224,15
161028,16
451248,15
241739,20
175376,1
672197,20
934388,6
690490,20
830435,20
153129,20
102239,16
58641,1
780056,20
833724,17
692235,26
751549,20
71370,1
122988,8
444001,20
919570,1
341539,1
387523,4
179919,25
201947,16
763602,7
290426,11
810542,8
125465,11
513587,8
361280,6
722207,16
125564,16
357279,7
296464,8
26070,19
925972,16
940,16
403354,1
745168,26
859441,20
726171,16
256933,20
692537,20
75969,16
721383,20
141765,1
80251,4
925717,4
801941,20
358755,8
644417,6
790465,8
866878,8
924453,20
352708,13
242277,1
100961,1
512261,13
852536,6
334035,4
885872,13
468812,11
259684,7
10491,15
651296,26
329282,1
188593,21
201996,7
688169,1
922886,7
948320,1
650657,1
684341,8
352978,16
21,8
432220,26
630134,8
475025,1
415460,26
345328,19
921653,1
448010,20
70179,1
942920,8
775535,8
191000,8
66229,16
531350,26
469990,13
773923,13
541981,1
582395,8
232882,6
380271,13
811623,8
931576,20
144961,16
86284,8
930203,21
331995,1
139068,20
951106,8
222054,1
302773,9
41614,8
285856,22
165137,1
541154,20
250744,20
936789,8
719509,13
376222,15
221015,8
934521,8
862595,7
89377,20
528852,8
930964,12
907079,8
582300,16
112261,1
833108,19
51420,16
556329,26
346806,8
89590,16
52782,20
112103,22
845359,26
938150,1
392392,8
550491,6
263214,9
530555,1
436059,13
935562,20
469562,21
606362,20
6951,8
707010,16
851504,6
773642,1
111713,8
777190,8
314716,20
916037,16
693801,9
571603,3
261584,1
360726,1
147224,16
891341,8
809636,20
463750,6
701936,8
903201,8
460239,20
882023,17
200621,8
293276,20
677098,25
156578,25
451715,8
439643,16
643292,13
551457,26
557104,27
863735,13
688959,1
779843,20
30631,20
303406,13
293764,20
594510,1
318547,8
114007,20
75908,1
6078,11
561052,6
740928,8
96059,15
210791,8
703215,20
518459,1
829633,16
786656,1
143314,8
321415,20
437891,26
309721,8
642504,6
907455,20
868716,15
415793,20
226232,16
347490,13
729557,25
549557,7
1003156,4
17337,4
752816,1
13668,11
923268,8
104928,6
218770,1
672588,7
748759,7
773116,12
585624,20
571031,8
332887,9
654076,16
387122,1
77296,25
124739,8
61411,18
163743,20
465566,1
470408,26
534482,1
307024,6
182022,8
112558,1
387233,8
202369,21
163102,8
424199,20
397067,13
332803,13
132604,1
788243,1
254410,8
930954,26
444948,15
881435,3
359241,4
887503,8
913724,11
388482,11
839958,11
566373,8
282219,6
840828,16
677922,9
203084,20
541978,8
199058,21
169701,6
67758,1
276737,8
540226,6
195998,12
295899,3
621414,13
944400,26
515709,8
573175,20
321957,6
411984,8
499706,12
595529,8
98346,13
215043,16
494499,20
563449,3
730565,4
475513,8
498862,8
382767,8
254941,8
340508,5
751975,8
933155,13
515517,15
881013,8
332323,8
896902,13
800464,8
615030,6
8559,1
502945,1
522445,20
222590,19
399946,8
3110,12
245707,8
754494,20
908474,8
749685,1
370696,8
173609,8
142719,8
346015,16
698397,1
554215,8
17975,4
44330,26
678530,12
898871,8
904706,8
369326,8
479453,8
588094,1
637490,20
831759,1
370298,8
924695,26
450489,13
509824,21
141889,8
382622,21
611110,20
122775,20
719,16
113051,20
565572,1
734211,20
939247,1
476585,6
276183,13
813655,19
605869,20
339896,19
756227,8
706276,25
455295,20
526594,1
253331,8
419819,1
106009,13
689344,22
340860,8
71295,8
150541,18
214868,22
1006401,26
913950,20
22469,6
80742,7
32080,16
733097,4
950915,25
915231,18
906001,8
734485,1
201949,8
338234,8
509551,1
574370,8
427758,13
875531,7
236418,8
545270,9
749738,16
469013,26
611930,22
200412,1
537893,13
156065,15
65326,8
446096,11
318853,1
56072,13
545972,8
359451,16
771968,8
525987,1
722354,6
429455,1
192291,16
707231,8
950530,8
487486,1
676463,11
669161,6
271237,8
201812,16
855206,1
302874,16
51343,16
230097,1
1375,26
260290,8
725893,3
416612,8
499091,14
787818,1
750842,20
312614,8
402959,1
945079,20
796158,8
845591,13
656639,16
646871,16
109587,8
928646,26
413053,19
425175,8
684001,1
303228,11
499274,16
699945,19
531519,3
728661,1
352707,4
50546,2
209322,13
433421,16
196698,26
449329,19
829204,4
795341,21
75485,8
945775,16
120703,16
14811,1
432161,1
229658,12
660287,1
919609,20
710935,11
928495,15
663466,26
668494,8
417071,26
464445,6
610793,8
472257,26
258838,8
106958,16
58856,16
51822,20
277962,15
780710,8
928030,26
59108,8
232809,22
34142,19
257520,20
908779,26
287691,20
156831,26
533596,1
503921,1
903117,6
811631,8
791922,8
868870,13
932056,19
680065,6
389418,1
793142,9
68359,22
552766,22
806631,12
399035,8
211679,8
400242,20
858313,8
796793,13
623992,13
942400,8
526236,20
36145,20
491633,20
168084,1
480076,16
447466,13
659786,26
37246,20
513025,1
947879,16
299935,13
123250,20
427011,19
882215,8
11633,20
653178,8
473777,11
122013,20
933346,25
202689,25
336701,15
820116,8
313312,26
818740,25
410414,13
364708,6
391666,13
446830,13
396500,1
145543,8
764809,8
173164,13
30715,1
1002636,4
754622,6
299402,16
802688,8
25866,20
933881,16
790001,4
504899,8
46335,20
834616,20
595362,16
338813,26
880550,20
506420,25
145888,16
566800,15
552775,8
132070,1
978512,26
689570,16
30138,8
429024,8
719411,6
131391,22
340463,16
216069,6
929089,26
150350,20
798489,20
831701,20
529644,7
387791,8
327862,22
642381,1
903537,8
188740,1
235169,20
269554,8
824649,8
948249,1
921842,12
665464,13
599766,16
250258,13
854022,19
729031,21
1297,20
391377,7
765596,8
30227,16
659247,22
696823,1
91261,1
574076,22
572348,26
94562,7
224255,1
13228,6
56667,15
600,8
623952,8
919969,21
136325,11
322054,17
106484,12
572594,13
772148,22
696104,20
738077,1
384443,1
776753,1
673153,8
193336,19
95374,8
232311,15
154759,16
311686,13
308202,15
808722,16
531015,8
796792,16
374823,6
83962,15
763144,20
484534,13
158721,13
425026,16
399000,6
689696,1
360569,8
927740,12
639956,20
134167,13
288654,15
43596,1
641143,8
382501,8
8919,20
18083,16
191840,1
94484,20
927266,25
345962,20
451273,8
91906,1
8197,20
772799,16
400639,8
638215,16
522779,1
853882,19
726007,16
134188,11
945853,8
137494,6
128306,1
223346,26
43799,1
306127,8
562631,8
248387,1
232079,16
192576,8
25071,8
586667,25
29503,8
877585,26
741964,8
444164,15
499261,12
570758,5
678225,16
675108,11
368724,15
145690,8
172327,25
923897,6
900607,15
275551,19
824326,15
671964,13
629565,20
597984,8
720506,26
624668,20
105929,1
899476,1
29448,26
110737,20
925978,12
925661,6
295516,1
377094,16
740305,6
216592,7
89290,7
922452,26
913377,26
716947,1
433874,20
770706,6
246821,19
713608,8
237973,15
855685,1
619888,1
393255,12
667429,8
378707,15
567928,7
458032,13
1008861,26
112766,8
786287,8
530953,15
716756,20
201740,8
793662,26
755114,26
567950,16
647871,6
880191,8
50415,20
300226,6
883169,16
91232,8
559077,20
491235,16
631420,6
838816,22
945227,9
20976,6
940355,7
230364,13
261879,20
880062,8
651940,6
933301,8
93405,16
296653,13
221691,4
1376,16
375293,16
820846,8
384422,8
354433,16
922898,7
589901,20
444663,19
886892,26
590019,13
777767,8
785061,19
259567,20
273835,15
899836,6
935141,1
738908,1
753919,16
300211,6
264630,8
339614,27
584829,16
442253,6
276249,26
895910,1
109525,9
737829,8
582185,20
188741,20
876650,4
906356,8
460206,8
723859,20
698908,15
10582,8
904516,2
770247,8
56560,11
5487,20
17950,1
45896,4
516954,16
370086,26
204507,8
135466,18
514890,13
553165,1
189675,20
397268,20
448200,8
119791,15
708972,16
500522,1
735576,13
496317,23
146775,20
537342,16
126061,20
193911,20
283165,13
67786,8
935809,20
432496,26
598247,8
220875,1
731376,7
535195,8
747560,13
641862,20
163322,11
207241,8
109038,26
155106,19
688969,8
400968,1
109364,7
823504,1
474337,13
577546,8
905465,6
852729,20
322465,11
624174,8
126091,26
927533,19
558689,8
617794,8
410848,13
556599,7
553206,12
500042,1
131023,8
30286,8
152917,20
910889,6
288018,8
183835,6
541379,26
267074,26
69874,26
102374,1
100300,8
310020,16
179821,26
580234,1
8710,12
380188,19
559192,25
143987,1
94639,16
440063,26
910195,16
527384,25
483358,6
928170,25
104327,1
372932,20
690896,1
745981,15
876353,1
56737,26
161966,25
470444,13
97023,8
548271,1
599894,6
280091,26
670599,26
94520,8
762507,15
380086,1
365395,8
387418,21
28558,6
482653,26
837946,8
224791,6
6972,20
70889,16
919080,20
619053,16
598607,20
715366,20
247716,1
472453,19
921124,26
204267,8
796738,8
169087,8
434779,6
869891,8
210145,8
90017,7
528758,20
212016,1
559327,12
740367,8
837064,8
245959,8
141385,8
869492,16
76225,1
455902,8
944605,19
469786,4
135370,26
178259,6
528936,8
878873,1
322447,26
336780,15
491204,16
287220,19
326581,20
105518,20
310907,1
333014,11
164715,8
70586,8
396836,20
929754,20
927068,12
945452,16
28236,3
870595,1
909755,16
745392,8
934677,7
919626,26
238294,12
456591,26
632494,8
642349,13
63570,19
18643,13
557421,16
135271,16
298383,20
685793,22
845926,20
302831,16
616867,20
382116,8
291988,20
127834,1
171426,8
95427,16
258023,16
653690,8
625551,13
173107,20
803895,15
549299,20
157340,15
852780,13
138727,20
6569,1
1010005,26
200415,20
802921,8
219599,1
410118,15
688336,8
231604,20
937117,26
305459,13
828029,8
188099,8
412900,8
410355,8
763676,6
311722,16
534408,16
684662,8
549426,7
458274,20
919007,12
602099,8
582959,1
858157,20
557108,13
704528,8
242320,6
945490,16
354634,13
944382,8
932359,25
716107,8
744202,20
622704,20
671240,25
245427,18
442204,8
342901,1
685326,19
833505,16
94786,26
883539,20
406701,16
815576,8
444695,16
224308,1
754937,7
385216,26
216443,14
29343,16
277,19
627185,6
501268,1
686418,8
626085,6
943980,8
341591,20
824600,20
646692,8
695234,15
603078,15
855479,1
243054,17
244934,20
205445,15
319060,1
898997,8
44295,8
541903,16
196279,19
438661,8
687241,17
394727,8
646442,15
664856,9
355353,12
888446,26
50699,26
2877,8
647032,8
176636,13
832086,11
67281,20
866518,26
818878,8
610319,8
763778,6
781609,16
167355,8
863066,16
106698,4
112526,5
202464,8
511937,1
299976,16
399313,8
1000,26
606955,8
356271,1
544045,12
1739,19
283575,13
447155,1
825411,7
736440,8
933422,26
98183,8
484873,11
688695,16
395140,20
602785,12
859679,26
379342,8
427750,8
6778,8
550386,21
515089,1
123113,1
131383,25
16256,9
967938,4
481208,8
452596,4
952503,26
819956,8
256713,26
1598,3
674877,8
944019,20
934280,9
428511,6
1011591,26
771194,16
924308,19
391162,20
388797,20
67973,22
693921,8
59581,20
281895,20
818688,9
51444,13
392400,16
113743,8
949732,1
635711,26
943785,26
612487,20
108695,26
202713,16
229515,16
890455,1
296247,13
621291,19
71494,1
241692,16
635455,16
203387,6
516222,8
582157,6
633117,3
671500,8
785531,13
291444,1
500701,15
908269,8
137519,15
807532,19
89876,15
832475,6
725651,6
678042,8
650383,8
949170,26
791606,16
837337,26
538720,12
269630,1
723745,20
911157,13
180632,1
112750,20
700349,16
312607,15
870368,8
597228,12
50070,20
426063,27
635333,16
14324,20
508208,15
578790,17
797919,20
242,8
33163,1
487264,1
162800,26
660967,7
259418,16
41419,8
450424,1
317982,4
87046,12
200171,20
246082,8
838476,6
50590,8
929731,1
464986,19
53617,1
51719,1
597543,8
645047,16
680730,26
759384,15
672737,8
250151,8
575373,8
469896,1
171103,21
199298,8
470055,22
761817,15
653846,8
847116,8
600857,15
342614,1
951427,20
1193,3
710027,16
922836,12
266464,8
927976,20
89989,8
816922,1
307236,21
930785,6
853486,13
272423,25
427195,22
46675,1
919715,6
878690,1
351270,20
846600,6
248508,15
136115,5
690310,20
759397,20
920789,26
598661,4
125869,8
33407,1
468395,20
453375,8
278056,8
531978,20
550550,11
427651,20
7495,20
487784,16
157161,20
833439,1
22728,8
941610,16
790436,8
651504,8
343996,8
678543,8
366446,13
620429,6
891623,20
593986,19
899185,1
945989,8
494650,26
436421,1
881359,8
94173,12
669410,13
142879,26
60107,13
451335,8
565285,20
90074,25
202455,20
474613,20
12486,26
635897,7
720675,19
421395,8
791891,20
758751,20
347383,7
462846,16
334128,8
377566,16
379532,20
523782,7
702951,26
755472,20
181248,8
413736,8
244364,8
102805,19
154179,19
478148,25
47290,8
333149,20
715152,16
126425,11
902654,16
709111,8
249515,1
620648,16
256425,19
894010,8
21771,13
451914,8
177854,6
717287,16
721112,11
250521,19
444606,26
640365,27
480990,16
143527,20
133052,3
654856,16
444856,20
56021,1
170342,8
4447,8
285551,6
486153,13
854286,13
233886,8
860783,13
151239,11
46946,8
769392,25
395509,1
159107,18
783510,13
406986,1
873456,8
208792,13
476567,15
140013,6
111457,20
561195,8
997928,26
164221,7
536692,16
465961,16
706551,20
736639,16
645343,11
573853,6
398172,1
338117,8
653153,26
455392,16
914883,1
138802,8
911238,20
681967,8
618784,7
799383,19
902245,1
572518,13
314940,1
799040,15
291580,8
947640,20
185607,9
724627,1
448786,4
940293,20
922641,16
897414,1
210111,16
924324,21
739281,15
927589,19
122951,16
439742,8
827403,20
120807,13
450097,25
799351,16
752042,6
719152,8
866442,8
473268,16
421430,25
875826,8
474368,13
925160,1
129947,26
337304,19
3806,20
22118,8
784720,19
342396,20
301288,16
940001,4
860507,13
689901,16
928065,1
909758,15
232842,20
555886,16
904453,16
872755,8
51755,8
157994,20
424709,26
798066,13
525080,8
109549,8
846965,1
382524,11
363335,20
925769,26
624603,8
510188,12
255577,8
925893,19
452407,13
446025,15
260182,13
927671,26
897523,13
218100,25
834291,8
326697,6
488083,1
18207,11
271058,6
947843,16
695357,15
833654,1
258281,13
56290,8
676207,20
594613,16
595962,15
946303,16
547646,20
686169,1
891087,15
417327,13
104172,15
668837,25
235350,9
500497,1
717115,26
847601,16
769521,15
738519,20
756386,8
635409,1
438595,1
643426,8
362399,19
328157,15
930253,12
276159,16
198000,8
298513,20
680489,6
857972,1
717817,8
639719,1
337757,21
27926,1
369005,20
545065,8
663448,8
628433,8
600777,20
849772,6
393209,25
897255,16
301899,8
142556,12
409737,15
695514,8
112332,8
628030,6
665280,6
555715,26
425181,1
398627,8
191778,8
151315,20
502573,16
949198,16
490828,6
554071,22
193120,26
583048,8
350487,20
900549,6
594371,7
367935,8
587372,26
527698,16
719989,1
933318,26
284594,20
99107,20
909402,15
886078,11
161031,1
699719,1
56762,1
951027,20
366750,20
690533,7
762233,16
788489,1
556942,1
449902,20
